species,,latitude,longitude
Agile Antechinus,,-38.29625,146.58902
Agile Antechinus,,-38.29625,146.58902
Southern Brown Tree Frog,,-38.03146,146.41958
Southern Brown Tree Frog,,-38.05582,146.42395
Southern Brown Tree Frog,,-37.73811,147.9291
Agile Antechinus,,-36.73769,146.20994
Brown Treecreeper,,-36.73504,142.46129
Southern Brown Tree Frog,,-36.81161,141.46497
Southern Brown Tree Frog,,-37.758,144.27405
Southern Brown Tree Frog,,-37.758,144.27405
Agile Antechinus,,-37.38779,148.64656
Agile Antechinus,,-37.34982,148.58928
Southern Brown Tree Frog,,-37.57023,149.27443
Agile Antechinus,,-37.35658,149.54343
Agile Antechinus,,-37.35658,149.54343
Agile Antechinus,,-37.35658,149.54343
Agile Antechinus,,-37.70521,149.5485
Brown Treecreeper,,-36.14167,144.28998
Agile Antechinus,,-38.07517,146.51729
Agile Antechinus,,-38.07517,146.51729
Agile Antechinus,,-38.07517,146.51729
Agile Antechinus,,-38.07517,146.51729
Agile Antechinus,,-37.94214,145.64186
Agile Antechinus,,-37.94214,145.64186
Brown Treecreeper,,-36.52547,143.68021
Brown Treecreeper,,-36.52547,143.68021
Brown Treecreeper,,-36.82713,143.76917
Brown Treecreeper,,-36.78648,143.01249
Brown Treecreeper,,-36.72706,143.0087
Brown Treecreeper,,-36.15618,146.20359
Brown Treecreeper,,-36.15618,146.20359
Brown Treecreeper,,-36.15618,146.20359
Brown Treecreeper,,-36.79664,143.43301
Brown Treecreeper,,-36.7288,144.47324
Brown Treecreeper,,-36.7288,144.47324
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.83644,143.28963
Brown Treecreeper,,-36.83644,143.28963
Brown Treecreeper,,-36.83644,143.28963
Brown Treecreeper,,-36.83644,143.28963
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.85888,145.12173
Brown Treecreeper,,-36.70061,143.22851
Brown Treecreeper,,-36.98163,143.37711
Brown Treecreeper,,-36.98163,143.37711
Brown Treecreeper,,-36.60676,143.32866
Brown Treecreeper,,-36.88189,143.6197
Brown Treecreeper,,-36.91639,143.64894
Brown Treecreeper,,-36.85971,145.11722
Brown Treecreeper,,-36.85971,145.11722
Brown Treecreeper,,-36.85971,145.11722
Brown Treecreeper,,-36.68435,143.23028
Brown Treecreeper,,-36.68435,143.23028
Brown Treecreeper,,-36.91639,143.64894
Brown Treecreeper,,-36.91639,143.64894
Brown Treecreeper,,-36.91639,143.64894
Brown Treecreeper,,-36.94983,143.20319
Brown Treecreeper,,-36.94983,143.20319
Brown Treecreeper,,-36.9526,144.6635
Brown Treecreeper,,-36.9526,144.6635
Brown Treecreeper,,-36.9526,144.6635
Brown Treecreeper,,-36.91639,143.64894
Brown Treecreeper,,-36.96064,144.65988
Brown Treecreeper,,-36.85888,145.12173
Brown Treecreeper,,-36.94983,143.20319
Brown Treecreeper,,-36.94983,143.20319
Brown Treecreeper,,-36.94983,143.20319
Brown Treecreeper,,-36.68064,143.23577
Brown Treecreeper,,-36.68064,143.23577
Brown Treecreeper,,-36.68064,143.23577
Brown Treecreeper,,-36.68064,143.23577
Brown Treecreeper,,-37.11032,142.19161
Brown Treecreeper,,-36.70033,142.42481
Brown Treecreeper,,-36.69117,142.43695
Brown Treecreeper,,-37.03363,144.24061
Brown Treecreeper,,-36.11586,141.90085
Brown Treecreeper,,-36.13171,146.51835
Brown Treecreeper,,-36.36755,141.87922
Brown Treecreeper,,-35.74352,144.18194
Brown Treecreeper,,-37.01631,142.38235
Brown Treecreeper,,-37.1671,141.59442
Brown Treecreeper,,-36.66019,142.03358
Brown Treecreeper,,-34.66932,142.2418
Brown Treecreeper,,-34.70681,141.87001
Brown Treecreeper,,-35.67154,143.7386
Brown Treecreeper,,-34.61244,142.41436
Brown Treecreeper,,-36.70139,147.1899
Brown Treecreeper,,-36.70957,143.70898
Brown Treecreeper,,-36.88312,143.68593
Brown Treecreeper,,-37.29785,146.13529
Brown Treecreeper,,-37.01501,142.55992
Brown Treecreeper,,-36.74225,144.42801
Brown Treecreeper,,-36.41269,146.02475
Brown Treecreeper,,-37.63149,144.50189
Brown Treecreeper,,-37.26503,141.06849
Brown Treecreeper,,-35.87987,145.23374
Brown Treecreeper,,-36.78664,141.76294
Brown Treecreeper,,-34.23365,141.16258
Brown Treecreeper,,-34.49475,142.20544
Brown Treecreeper,,-36.86933,143.73704
Brown Treecreeper,,-36.23813,146.19052
Brown Treecreeper,,-36.71041,143.37432
Brown Treecreeper,,-36.69767,142.63184
Brown Treecreeper,,-35.80224,144.22633
Brown Treecreeper,,-36.64769,144.26899
Brown Treecreeper,,-37.13852,142.55795
Brown Treecreeper,,-35.0432,141.72664
Brown Treecreeper,,-34.46714,141.69875
Brown Treecreeper,,-37.01631,142.38235
Brown Treecreeper,,-36.44649,141.80758
Brown Treecreeper,,-36.1556,146.64716
Brown Treecreeper,,-37.85568,144.25114
Brown Treecreeper,,-36.82782,141.07483
Brown Treecreeper,,-37.14043,144.26037
Brown Treecreeper,,-37.08423,148.42396
Brown Treecreeper,,-34.91204,142.03199
Brown Treecreeper,,-36.17945,143.8718
Brown Treecreeper,,-35.58452,142.05048
Brown Treecreeper,,-35.86389,145.25071
Brown Treecreeper,,-36.3803,144.71084
Brown Treecreeper,,-36.29826,146.15203
Brown Treecreeper,,-35.6021,141.99772
Brown Treecreeper,,-35.84988,145.2178
Brown Treecreeper,,-36.14835,146.63497
Brown Treecreeper,,-36.06511,146.20229
Brown Treecreeper,,-36.15829,146.64159
Brown Treecreeper,,-35.75624,144.30423
Brown Treecreeper,,-37.61281,142.31968
Brown Treecreeper,,-36.04881,146.19135
Brown Treecreeper,,-35.68461,143.03416
Brown Treecreeper,,-35.78714,144.35628
Brown Treecreeper,,-35.78714,144.35628
Brown Treecreeper,,-35.89807,145.01397
Brown Treecreeper,,-35.80406,144.34687
Brown Treecreeper,,-36.05509,146.18684
Brown Treecreeper,,-35.73693,144.2474
Brown Treecreeper,,-35.76237,144.29628
Brown Treecreeper,,-36.07678,146.19439
Brown Treecreeper,,-36.14884,146.18476
Brown Treecreeper,,-35.76237,144.29628
Brown Treecreeper,,-36.14884,146.18476
Brown Treecreeper,,-35.76237,144.29628
Brown Treecreeper,,-35.89807,145.01397
Brown Treecreeper,,-36.14884,146.18476
Brown Treecreeper,,-36.14884,146.18476
Brown Treecreeper,,-36.69738,144.35452
Brown Treecreeper,,-37.08945,143.60659
Brown Treecreeper,,-36.40959,143.53907
Brown Treecreeper,,-37.14921,145.01774
Brown Treecreeper,,-36.65504,144.43763
Brown Treecreeper,,-36.10265,145.06659
Brown Treecreeper,,-36.75461,144.67848
Agile Antechinus,,-38.61597,143.52083
Southern Brown Tree Frog,,-38.3355,142.24687
Agile Antechinus,,-37.27024,144.07414
Brown Treecreeper,,-36.28469,146.14438
Brown Treecreeper,,-37.22084,144.0445
Southern Brown Tree Frog,,-37.70477,143.53159
Southern Brown Tree Frog,,-37.70969,143.59528
Brown Treecreeper,,-37.01482,145.58758
Brown Treecreeper,,-36.13549,146.64933
Brown Treecreeper,,-35.74997,143.84509
Agile Antechinus,,-37.30514,144.10098
Agile Antechinus,,-37.30514,144.10098
Agile Antechinus,,-37.30514,144.10098
Brown Treecreeper,,-36.73834,143.20557
Agile Antechinus,,-37.67991,144.05908
Agile Antechinus,,-37.67991,144.05908
Southern Brown Tree Frog,,-38.11103,146.40804
Southern Brown Tree Frog,,-38.356,146.3857
Brown Treecreeper,,-36.12853,146.6384
Brown Treecreeper,,-35.88478,142.76238
Agile Antechinus,,-38.01876,141.61228
Agile Antechinus,,-38.15785,141.52659
Agile Antechinus,,-38.21478,141.73997
Agile Antechinus,,-38.02541,141.17126
Agile Antechinus,,-38.20047,141.40716
Agile Antechinus,,-38.04593,141.22155
Southern Brown Tree Frog,,-38.09129,145.46155
Southern Brown Tree Frog,,-38.10523,145.45065
Southern Brown Tree Frog,,-38.09129,145.46155
Southern Brown Tree Frog,,-38.32561,146.5045
Southern Brown Tree Frog,,-37.6789,143.81696
Brown Treecreeper,,-36.40128,142.30758
Brown Treecreeper,,-35.92935,144.40316
Brown Treecreeper,,-35.9263,144.40696
Brown Treecreeper,,-37.25614,141.91361
Agile Antechinus,,-37.49483,145.41926
Brown Treecreeper,,-37.49483,145.41926
Southern Brown Tree Frog,,-37.39164,144.27101
Southern Brown Tree Frog,,-37.95398,145.80739
Southern Brown Tree Frog,,-37.83429,145.26359
Southern Brown Tree Frog,,-37.81942,145.27252
Southern Brown Tree Frog,,-37.81942,145.27252
Southern Brown Tree Frog,,-37.81942,145.27252
Southern Brown Tree Frog,,-37.81942,145.27252
Southern Brown Tree Frog,,-37.8453,145.30823
Brown Treecreeper,,-36.10979,144.30702
Southern Brown Tree Frog,,-37.79961,145.83926
Brown Treecreeper,,-36.09183,146.62264
Agile Antechinus,,-37.28378,144.09334
Agile Antechinus,,-37.28378,144.09334
Agile Antechinus,,-37.28378,144.09334
Agile Antechinus,,-37.79864,148.70875
Brown Treecreeper,,-36.5362,142.4812
Southern Brown Tree Frog,,-37.5011,148.8549
Agile Antechinus,,-37.8323,145.7898
Agile Antechinus,,-37.8323,145.7898
Brown Treecreeper,,-36.2358,146.9842
Brown Treecreeper,,-36.2029,146.6513
Brown Treecreeper,,-37.0272,145.6531
Brown Treecreeper,,-36.1044,146.7135
Southern Brown Tree Frog,,-38.1016,145.3011
Southern Brown Tree Frog,,-37.3802,148.67365
White-browed Treecreeper,,-38.00069,145.61644
Southern Brown Tree Frog,,-38.2014,142.10013
Southern Brown Tree Frog,,-37.5052,144.63148
Southern Brown Tree Frog,,-38.2872,145.08389
Southern Brown Tree Frog,,-38.0554,146.36878
Southern Brown Tree Frog,,-38.0892,146.39142
Southern Brown Tree Frog,,-37.6688,142.32988
Southern Brown Tree Frog,,-38.1116,141.8393
Southern Brown Tree Frog,,-37.8211,141.4546
Southern Brown Tree Frog,,-37.8211,141.4546
Southern Brown Tree Frog,,-37.6137,141.258
Southern Brown Tree Frog,,-37.6137,141.258
Southern Brown Tree Frog,,-37.7286,141.231
Southern Brown Tree Frog,,-37.7286,141.231
Southern Brown Tree Frog,,-37.3655,141.1861
Southern Brown Tree Frog,,-37.2865,141.3331
Southern Brown Tree Frog,,-37.2865,141.3331
Southern Brown Tree Frog,,-37.3755,141.2856
Southern Brown Tree Frog,,-37.3755,141.2856
Southern Brown Tree Frog,,-38.6456,143.0649
Southern Brown Tree Frog,,-37.8371,144.2315
Southern Brown Tree Frog,,-37.8371,144.2315
Southern Brown Tree Frog,,-38.3876,144.1589
Southern Brown Tree Frog,,-38.3876,144.1589
Agile Antechinus,,-37.4086,144.19063
Agile Antechinus,,-37.4527,144.32525
Southern Brown Tree Frog,,-38.0374,145.17954
Southern Brown Tree Frog,,-37.5071,144.02772
Southern Brown Tree Frog,,-37.8018,141.42805
Brown Treecreeper,,-34.22879,142.23043
Southern Brown Tree Frog,,-37.9604,143.48
Southern Brown Tree Frog,,-37.9604,143.48
Southern Brown Tree Frog,,-36.9827,144.80863
Agile Antechinus,,-37.69108,149.43615
Agile Antechinus,,-37.2675,149.00214
Agile Antechinus,,-37.2596,148.96736
Agile Antechinus,,-36.7868,147.02197
Agile Antechinus,,-37.6805,149.06917
Agile Antechinus,,-37.6007,148.37881
Agile Antechinus,,-37.6782,149.1824
Agile Antechinus,,-37.7201,149.27368
Agile Antechinus,,-38.4146,144.1137
Agile Antechinus,,-38.3863,144.1976
Agile Antechinus,,-38.3768,144.0928
Agile Antechinus,,-38.4221,144.114
Agile Antechinus,,-38.456,144.021
Agile Antechinus,,-38.3731,144.0859
Agile Antechinus,,-38.3731,144.0859
Southern Brown Tree Frog,,-38.4821,144.98731
Agile Antechinus,,-37.4162,144.1774
Agile Antechinus,,-38.7427,143.26145
Agile Antechinus,,-38.4238,145.05263
Southern Brown Tree Frog,,-38.4238,145.05263
Southern Brown Tree Frog,,-37.8887,145.39766
Agile Antechinus,,-37.462,144.18954
Southern Brown Tree Frog,,-37.8887,145.39766
Southern Brown Tree Frog,,-37.8887,145.39766
Southern Brown Tree Frog,,-37.8887,145.39766
Brown Treecreeper,,-36.1044,146.7135
Agile Antechinus,,-37.6933,147.1664
Agile Antechinus,,-37.8055,145.73157
Agile Antechinus,,-37.5487,145.51378
Agile Antechinus,,-37.2597,144.0693
Agile Antechinus,,-37.6978,146.34913
Agile Antechinus,,-38.3504,147.03777
Agile Antechinus,,-37.8829,147.29324
Agile Antechinus,,-37.9305,147.27992
Brown Treecreeper,,-36.7642,143.025
Brown Treecreeper,,-36.9478,143.33333
Agile Antechinus,,-37.3892,144.2405
Agile Antechinus,,-37.3782,144.2429
Agile Antechinus,,-37.5015,145.51915
Brown Treecreeper,,-36.7933,143.41083
Brown Treecreeper,,-36.9478,143.33333
Agile Antechinus,,-37.5513,145.749
Brown Treecreeper,,-36.55,141.61667
Brown Treecreeper,,-34.16546,141.46413
Brown Treecreeper,,-34.43333,142.01667
Brown Treecreeper,,-34.3717,141.23333
Brown Treecreeper,,-36.8,144.51667
Brown Treecreeper,,-36.5833,145.0167
Brown Treecreeper,,-36.85,144.48333
Brown Treecreeper,,-35.86944,144.37222
Brown Treecreeper,,-36.46667,141.59167
Brown Treecreeper,,-35.96374,144.49065
Brown Treecreeper,,-34.36667,141.36667
Common Beard-heath,,-36.51485,141.10645
Common Beard-heath,,-38.26905,147.02243
Common Beard-heath,,-38.19189,146.95943
Common Beard-heath,,-37.08674,144.64129
Agile Antechinus,,-37.49996,146.09333
Agile Antechinus,,-37.21943,148.98192
Agile Antechinus,,-37.21994,148.80093
Agile Antechinus,,-37.49602,149.54128
Agile Antechinus,,-37.60765,147.49417
Agile Antechinus,,-37.33737,148.38328
Agile Antechinus,,-37.21706,148.59265
Agile Antechinus,,-37.19181,148.53312
Agile Antechinus,,-37.1714,148.60046
Agile Antechinus,,-37.17153,148.59929
Brown Treecreeper,,-36.46916,146.1311
Brown Treecreeper,,-36.18,146.60333
Brown Treecreeper,,-36.1011,146.68472
Brown Treecreeper,,-37.35019,141.26304
Brown Treecreeper,,-37.14071,144.25938
Brown Treecreeper,,-34.331,142.13214
Brown Treecreeper,,-37.85599,144.25133
Brown Treecreeper,,-37.0175,142.37666
Brown Treecreeper,,-34.17739,141.41353
Brown Treecreeper,,-36.16321,144.21853
Brown Treecreeper,,-37.1271,144.04966
Brown Treecreeper,,-37.01656,142.3819
Brown Treecreeper,,-36.73265,144.69243
Brown Treecreeper,,-37.15766,143.75438
Brown Treecreeper,,-35.86126,144.10686
Brown Treecreeper,,-37.01656,142.3819
Brown Treecreeper,,-36.8125,142.06304
Brown Treecreeper,,-36.65266,143.23883
Brown Treecreeper,,-35.44906,141.45522
Brown Treecreeper,,-36.49737,144.37408
Brown Treecreeper,,-34.13777,141.28054
Brown Treecreeper,,-36.54444,146.15138
Brown Treecreeper,,-36.76416,141.91833
Brown Treecreeper,,-36.45378,141.98161
Brown Treecreeper,,-35.46988,143.46325
Brown Treecreeper,,-35.46821,143.46241
Brown Treecreeper,,-36.25694,146.50972
Brown Treecreeper,,-37.01573,142.3819
Brown Treecreeper,,-37.15766,143.75438
Brown Treecreeper,,-37.15916,143.75305
Brown Treecreeper,,-37.15916,143.75305
Brown Treecreeper,,-36.09957,146.68599
Brown Treecreeper,,-36.11694,144.91166
Brown Treecreeper,,-37.49833,142.34971
Brown Treecreeper,,-37.22194,143.62861
Brown Treecreeper,,-37.15766,143.75438
Brown Treecreeper,,-36.16055,146.64027
Brown Treecreeper,,-34.91517,141.60966
Brown Treecreeper,,-36.34235,146.20683
Brown Treecreeper,,-37.01656,142.3819
Brown Treecreeper,,-37.76638,144.59722
Brown Treecreeper,,-36.16861,144.24249
Brown Treecreeper,,-37.15766,143.75438
Brown Treecreeper,,-36.47583,142.04722
Brown Treecreeper,,-36.14987,144.22381
Brown Treecreeper,,-35.59934,142.11356
Brown Treecreeper,,-37.40518,143.1419
Southern Brown Tree Frog,,-36.0641,147.4543
Agile Antechinus,,-37.742874,146.194892
Agile Antechinus,,-37.688888,146.161734
Agile Antechinus,,-37.719804,146.234719
Brown Treecreeper,,-34.129749,142.030539
Agile Antechinus,,-38.557566,143.936467
Agile Antechinus,,-38.833004,143.552121
Southern Brown Tree Frog,,-38.127467,147.080564
Agile Antechinus,,-37.874836,141.441882
Southern Brown Tree Frog,,-37.942821,145.296753
Southern Brown Tree Frog,,-38.151737,145.481532
Southern Brown Tree Frog,,-37.578583,148.780704
Brown Treecreeper,,-37.291568,142.981906
Southern Brown Tree Frog,,-37.8887,145.39766
Brown Treecreeper,,-36.9478,143.33333
Southern Brown Tree Frog,,-38.028127,145.119306
Brown Treecreeper,,-36.916831,142.49575
Southern Brown Tree Frog,,-37.8887,145.39766
Brown Treecreeper,,-36.79,143.41306
Southern Brown Tree Frog,,-37.997778,145.458333
Brown Treecreeper,,-36.2358,146.9842
Agile Antechinus,,-37.396153,145.855378
Agile Antechinus,,-37.584737,146.194832
Agile Antechinus,,-37.620921,145.610883
Agile Antechinus,,-37.566296,145.763396
Agile Antechinus,,-37.820628,146.066568
Agile Antechinus,,-37.812744,146.087548
Agile Antechinus,,-37.3005,144.0756
Agile Antechinus,,-37.66558,148.674862
Agile Antechinus,,-37.611497,148.479306
Agile Antechinus,,-37.609453,148.712369
Agile Antechinus,,-37.57777,149.587477
Agile Antechinus,,-37.531109,149.33655
Agile Antechinus,,-37.511578,148.432006
Agile Antechinus,,-37.442029,149.468102
Agile Antechinus,,-37.290737,148.985201
Southern Brown Tree Frog,,-38.211727,147.304965
Agile Antechinus,,-38.19658,146.835991
Agile Antechinus,,-37.2813,144.079
Agile Antechinus,,-36.1,147.65
Agile Antechinus,,-37.4,148.8
Agile Antechinus,,-37.0395,142.468
Agile Antechinus,,-37.3373,142.298
Brown Treecreeper,,-36.5772,143.3275
Southern Brown Tree Frog,,-37.923229,145.33641
Agile Antechinus,,-38.243789,147.222991
Southern Brown Tree Frog,,-37.636124,144.968441
Southern Brown Tree Frog,,-37.24024,144.49642
Agile Antechinus,,-38.052425,145.677623
Agile Antechinus,,-38.050751,145.678656
Southern Brown Tree Frog,,-37.807268,145.20517
Southern Brown Tree Frog,,-37.807268,145.20517
Southern Brown Tree Frog,,-37.807268,145.20517
Southern Brown Tree Frog,,-37.826397,145.162468
Brown Treecreeper,,-37.167715,144.082251
Southern Brown Tree Frog,,-37.3889,144.268
Brown Treecreeper,,-36.88,143.26639
Agile Antechinus,,-37.864903,146.233175
Agile Antechinus,,-37.407266,145.527262
Agile Antechinus,,-37.462461,145.451137
Agile Antechinus,,-37.792334,145.367116
Agile Antechinus,,-37.864068,145.369765
Agile Antechinus,,-37.864068,145.369765
Agile Antechinus,,-37.864068,145.369765
Agile Antechinus,,-37.726413,145.474453
Southern Brown Tree Frog,,-38.052824,145.736072
Agile Antechinus,,-37.723099,145.770993
Southern Brown Tree Frog,,-37.72668,144.2173
Southern Brown Tree Frog,,-37.829463,144.125183
Agile Antechinus,,-37.907187,145.865455
Agile Antechinus,,-37.875602,145.697834
Agile Antechinus,,-37.879869,145.696622
Agile Antechinus,,-37.6476,145.3473
Agile Antechinus,,-37.6409,145.35
Agile Antechinus,,-37.4716,144.2502
Agile Antechinus,,-37.46646,145.503306
Agile Antechinus,,-37.506545,145.532453
Agile Antechinus,,-37.378239,145.602575
Southern Brown Tree Frog,,-37.8887,145.39766
Agile Antechinus,,-37.349261,145.98419
Common Beard-heath,,-37.77111,141.20667
Common Beard-heath,,-38.07083,147.525
Common Beard-heath,,-38.12556,147.45333
Common Beard-heath,,-38.1225,147.46778
Common Beard-heath,,-38.12667,147.445
Common Beard-heath,,-37.62611,145.1225
Brown Treecreeper,,-37.22267,144.04555
Agile Antechinus,,-38.59051,143.53142
Brown Treecreeper,,-36.04854,141.97779
Agile Antechinus,,-37.85117,144.21267
Agile Antechinus,,-37.85117,144.21267
Southern Brown Tree Frog,,-38.35525,142.41201
Agile Antechinus,,-38.37076,146.84159
Agile Antechinus,,-38.37076,146.84159
Agile Antechinus,,-37.37126,145.8634
Agile Antechinus,,-37.37126,145.8634
Southern Brown Tree Frog,,-37.37857,144.51596
Agile Antechinus,,-38.00236,145.41296
Agile Antechinus,,-37.4759,145.872
Southern Brown Tree Frog,,-36.80997,144.2722
Southern Brown Tree Frog,,-37.78746,145.02806
Southern Brown Tree Frog,,-37.78746,145.02806
Southern Brown Tree Frog,,-37.78746,145.02806
Southern Brown Tree Frog,,-37.78746,145.02806
Southern Brown Tree Frog,,-37.78746,145.02806
Southern Brown Tree Frog,,-37.78746,145.02806
Southern Brown Tree Frog,,-37.78746,145.02806
Southern Brown Tree Frog,,-37.78746,145.02806
Southern Brown Tree Frog,,-37.78262,145.06226
Southern Brown Tree Frog,,-37.78262,145.06226
Southern Brown Tree Frog,,-37.78262,145.06226
Southern Brown Tree Frog,,-37.78262,145.06226
Southern Brown Tree Frog,,-37.78262,145.06226
Agile Antechinus,,-37.37508,142.21498
Agile Antechinus,,-37.48288,144.14727
Brown Treecreeper,,-35.9205,143.80811
Southern Brown Tree Frog,,-36.85752,144.38266
Brown Treecreeper,,-36.47851,145.36647
Southern Brown Tree Frog,,-37.81092,145.94076
Brown Treecreeper,,-37.33717,143.39843
Southern Brown Tree Frog,,-38.58301,146.25788
Brown Treecreeper,,-36.13481,146.62948
White-browed Treecreeper,,-34.41513,141.4426
Brown Treecreeper,,-36.18145,146.55919
Brown Treecreeper,,-36.28577,146.49179
Southern Brown Tree Frog,,-37.81279,144.98082
Southern Brown Tree Frog,,-37.81279,144.98082
Agile Antechinus,,-38.6631,146.60532
Agile Antechinus,,-38.6631,146.60532
Agile Antechinus,,-38.6631,146.60532
Agile Antechinus,,-38.6631,146.60532
Agile Antechinus,,-38.6631,146.60532
Agile Antechinus,,-38.6631,146.60532
Brown Treecreeper,,-34.36502,142.1927
Agile Antechinus,,-36.53108,147.48551
Southern Brown Tree Frog,,-38.1107,146.40412
Southern Brown Tree Frog,,-37.81279,144.98082
Southern Brown Tree Frog,,-38.58973,146.18432
Southern Brown Tree Frog,,-37.66803,145.88837
Brown Treecreeper,,-36.71481,144.91365
Southern Brown Tree Frog,,-37.15685,142.79143
Southern Brown Tree Frog,,-37.14576,142.74951
Brown Treecreeper,,-36.09956,145.62651
Brown Treecreeper,,-36.03894,145.20134
Southern Brown Tree Frog,,-38.73682,145.98015
Southern Brown Tree Frog,,-37.93882,145.25388
Agile Antechinus,,-36.88133,145.72708
Agile Antechinus,,-37.71275,145.68009
Southern Brown Tree Frog,,-37.67146,145.46992
Brown Treecreeper,,-37.67146,145.46992
Southern Brown Tree Frog,,-38.19617,146.5793
Brown Treecreeper,,-36.78397,144.65855
Southern Brown Tree Frog,,-38.23356,145.02978
Southern Brown Tree Frog,,-38.64498,146.57784
Southern Brown Tree Frog,,-37.94611,145.67365
Brown Treecreeper,,-36.131,146.56726
Brown Treecreeper,,-37.65791,141.17769
Southern Brown Tree Frog,,-38.20744,141.30809
Southern Brown Tree Frog,,-36.98033,143.7691
Southern Brown Tree Frog,,-37.87652,142.27093
Agile Antechinus,,-37.99891,147.60095
Agile Antechinus,,-37.68558,145.83821
Agile Antechinus,,-37.68558,145.83821
Agile Antechinus,,-37.42429,145.14047
Agile Antechinus,,-37.24019,146.44036
White-browed Treecreeper,,-34.17367,141.59867
Brown Treecreeper,,-36.76289,143.22359
Southern Brown Tree Frog,,-37.72823,145.21345
Agile Antechinus,,-37.19193,147.01873
Agile Antechinus,,-37.73645,145.47767
Agile Antechinus,,-37.71937,145.48142
Southern Brown Tree Frog,,-38.21125,146.84651
Southern Brown Tree Frog,,-37.62247,145.31456
Southern Brown Tree Frog,,-37.11997,142.78718
Brown Treecreeper,,-36.78961,143.83168
Brown Treecreeper,,-36.82158,144.2673
Agile Antechinus,,-37.25932,144.07005
Agile Antechinus,,-37.36263,146.00582
Agile Antechinus,,-37.36263,146.00582
Agile Antechinus,,-37.36263,146.00582
Agile Antechinus,,-37.36263,146.00582
Agile Antechinus,,-37.36263,146.00582
Agile Antechinus,,-37.35837,145.58696
Agile Antechinus,,-37.35837,145.58696
Agile Antechinus,,-37.35837,145.58696
Southern Brown Tree Frog,,-38.04969,146.29179
Southern Brown Tree Frog,,-37.9338,146.35662
Brown Treecreeper,,-34.39553,141.3696
Brown Treecreeper,,-34.58997,141.05423
Brown Treecreeper,,-34.47631,141.09771
Agile Antechinus,,-37.65503,148.73973
Agile Antechinus,,-37.60808,148.86325
Agile Antechinus,,-37.54047,148.685
Agile Antechinus,,-37.51208,149.603
Agile Antechinus,,-37.47771,148.38164
Agile Antechinus,,-37.48128,146.98487
Southern Brown Tree Frog,,-37.95616,146.32569
Southern Brown Tree Frog,,-37.95711,146.33479
Southern Brown Tree Frog,,-37.94618,146.31554
Agile Antechinus,,-37.81743,146.33832
Agile Antechinus,,-37.81743,146.33832
Southern Brown Tree Frog,,-37.89072,145.99648
Brown Treecreeper,,-37.85023,144.24907
Agile Antechinus,,-37.70384,145.26962
Agile Antechinus,,-37.73,145.27128
Agile Antechinus,,-37.64919,145.29242
Brown Treecreeper,,-37.64773,144.82095
Brown Treecreeper,,-37.78517,144.56826
Agile Antechinus,,-37.36082,144.80331
Agile Antechinus,,-38.02609,146.4276
Agile Antechinus,,-38.02609,146.4276
Agile Antechinus,,-38.07798,146.54463
Agile Antechinus,,-38.07798,146.54463
Agile Antechinus,,-38.07798,146.54463
Southern Brown Tree Frog,,-38.07111,146.41813
Brown Treecreeper,,-36.1466,146.65165
Agile Antechinus,,-36.30877,146.61751
Brown Treecreeper,,-37.14496,141.51092
Brown Treecreeper,,-37.43358,141.08221
Southern Brown Tree Frog,,-37.75909,143.79903
Agile Antechinus,,-38.61359,143.62869
Southern Brown Tree Frog,,-38.74956,143.33568
Southern Brown Tree Frog,,-37.79527,148.63853
Southern Brown Tree Frog,,-37.40192,149.53027
Agile Antechinus,,-37.68777,149.15782
Agile Antechinus,,-37.68777,149.15782
Agile Antechinus,,-37.68777,149.15782
Agile Antechinus,,-37.68777,149.15782
Agile Antechinus,,-37.73263,149.53015
Southern Brown Tree Frog,,-37.54682,149.45368
Brown Treecreeper,,-35.98307,144.49836
Brown Treecreeper,,-36.38017,145.8178
Brown Treecreeper,,-36.38017,145.8178
Agile Antechinus,,-37.28334,148.57322
Agile Antechinus,,-37.28334,148.57322
Agile Antechinus,,-37.28334,148.57322
Agile Antechinus,,-37.28334,148.57322
Agile Antechinus,,-37.28334,148.57322
Agile Antechinus,,-37.28334,148.57322
Agile Antechinus,,-37.28334,148.57322
Agile Antechinus,,-37.28334,148.57322
Brown Treecreeper,,-36.33193,146.19735
Brown Treecreeper,,-36.33193,146.19735
Brown Treecreeper,,-36.17274,146.65154
Brown Treecreeper,,-36.17274,146.65154
Brown Treecreeper,,-36.79874,143.86451
Brown Treecreeper,,-36.79874,143.86451
Brown Treecreeper,,-36.64505,143.61165
Brown Treecreeper,,-36.57977,143.66979
Southern Brown Tree Frog,,-36.78648,143.01249
Brown Treecreeper,,-36.8082,143.21033
Brown Treecreeper,,-36.8082,143.21033
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.80083,143.21909
Brown Treecreeper,,-36.8082,143.21033
Brown Treecreeper,,-36.79385,143.25475
Brown Treecreeper,,-36.79385,143.25475
Brown Treecreeper,,-36.79708,143.32096
